transcript	Control_rep1	Control_rep2	Control_rep3	Arsenite_rep1	Arsenite_rep2	Arsenite_rep3
ENST00000477931	2224	1467	1183	234	138	268
ENST00000477932	42	32	26	5	4	2
ENST00000477947	2		1	1	2	
ENST00000477958	37	20	13	1		5
ENST00000477973	24	19	9	5	9	9
ENST00000477985	13	12	13	14	10	15
ENST00000477989		1				
ENST00000478006	8	10	8	4	3	3
ENST00000478015	1		2			
ENST00000478020	107	89	55	56	24	39
ENST00000478044	19	18	6	6	1	4
ENST00000478046	39	33	35	14	9	16
ENST00000478048	1621	1428	779	201	155	226
ENST00000478049	19	17	19	1	8	2
ENST00000478061	610	448	284	38	54	57
ENST00000478070						1
ENST00000478074			1		1	
ENST00000478076	23	27	24	3	3	3
ENST00000478079	189	209	220	179	161	107
ENST00000478100	19	23	13	2	2	4
ENST00000478104	4	2				
ENST00000478144		1	1	1		
ENST00000478157	36	38	26	40	19	36
ENST00000478165	49	26	21	4		2
ENST00000478172	43	37	29	3	1	3
ENST00000478180	36	14	14	6	3	2
ENST00000478185	8801	6771	4039	1031	722	802
ENST00000478200	31	17	10	2	4	4
ENST00000478201	3	1				1
ENST00000478244	17	14	13	1	9	2
ENST00000478253	2	4	1	1		
ENST00000478254	578	388	301	48	43	36
ENST00000478260	13	10	6	4	5	2
ENST00000478263	9	19	13	11	5	6
ENST00000478266	55	44	43	4	1	6
ENST00000478274	180	142	77	35	37	32
ENST00000478279	78	56	29	12	8	10
ENST00000478284		1	1			1
ENST00000478286		1			1	
ENST00000478323		1				
ENST00000478336	895	718	496	57	36	62
ENST00000478341		2	1			
ENST00000478344						1
ENST00000478349	276	222	120	14	20	12
ENST00000478356	98	90	49	23	8	24
ENST00000478361	2					
ENST00000478368	28	31	21	16	13	17
ENST00000478370	1	2				
ENST00000478373	1		1			
ENST00000478381	10	5	6	5		1
ENST00000478393	8	8	6		2	1
ENST00000478399	3		4			
ENST00000478405	2	4	3	4	1	
ENST00000478412	13	11	6	1		2
ENST00000478424	895	718	496	57	36	62
ENST00000478442	1		1			
ENST00000478464	195	123	78	22	1	7
ENST00000478467	3	4	1		1	1
ENST00000478469	289	224	132	33	31	30
ENST00000478470	3	2	2			
ENST00000478473	48	46	57	37	27	31
ENST00000478480	10	5	4		1	2
ENST00000478483			1			
ENST00000478490	6	1	2			2
ENST00000478500	2	1			1	1
ENST00000478515	2	2		2	1	1
ENST00000478519	130	112	100	10	12	20
ENST00000478531	71	105	74	60	59	34
ENST00000478532	75	48	47	45	25	31
ENST00000478535	5	4	3	2	1	2
ENST00000478536		1			2	
ENST00000478537	8	8	3	1		
ENST00000478545	2	3	3		1	
ENST00000478547	350	195	126	47	24	13
ENST00000478576	696	487	386	57	49	43
ENST00000478585	2241	1496	1190	224	154	249
ENST00000478600	4	5	5		1	1
ENST00000478616	14	5	5	4	1	1
ENST00000478631	71	48	32	6	3	7
ENST00000478640	468	341	210	52	46	27
ENST00000478654	282	264	212	89	63	59
ENST00000478658	19	39	28	19	13	12
ENST00000478660	5	5	3	2	3	3
ENST00000478679	47	25	20	13	7	4
ENST00000478691	575	499	313	84	89	68
ENST00000478708	2	6	3		1	7
ENST00000478717	46	56	57	44	41	39
ENST00000478722	203	154	123	79	94	87
ENST00000478730	7	8	4	4		3
ENST00000478732	4	3	2			
ENST00000478733	1	1				
ENST00000478753	118	103	80	43	26	49
ENST00000478765	15	16	17	8	7	9
ENST00000478768	20	32	26	7	11	11
ENST00000478770	20	20	20	5	4	3
ENST00000478789	1	1			2	
ENST00000478793	36	46	45	35	20	27
ENST00000478801	23	20	18	2		
ENST00000478825			4			
ENST00000478836	23	19	16	8	6	4
ENST00000478843	25	20	29	12	10	9
ENST00000478849			1	1		1
ENST00000478850	1	1	2	8	4	6
ENST00000478859	12	7	5	3	1	4
ENST00000478892	306	213	117	13	20	22
ENST00000478894	141	80	60	10	9	18
ENST00000478900	2					
ENST00000478909	121	104	89	43	24	26
ENST00000478915	6	2	3	2		
ENST00000478922	1			1		
ENST00000478926	91	82	55	16	16	10
ENST00000478927	3		4			
ENST00000478930	14	8	7	2		4
ENST00000478935	3		1			2
ENST00000478940	60	46	49	34	28	26
ENST00000478943	65	46	24	23	10	14
ENST00000478946	3	2	1		1	
ENST00000478953	1	1		1		
ENST00000478961	17	16	21	14	13	11
ENST00000478968	28	24	13	10	3	8
ENST00000478970	1165	690	368	40	28	42
ENST00000478973	26	17	16	4	2	3
ENST00000478989			3			
ENST00000478990	123	136	142	134	107	70
ENST00000478993	2761	1917	1332	247	165	172
ENST00000479011	14	8	7	2		5
ENST00000479013	157	139	117	11	5	18
ENST00000479017	114	73	69	5	5	6
ENST00000479021	8	14	7	1		1
ENST00000479035	2125	1609	1132	146	77	145
ENST00000479040	27	18	22	33	21	16
ENST00000479048	1	2		1		2
ENST00000479049	1		1	1		1
ENST00000479054	28	48	42	35	28	31
ENST00000479070	24	12	6		5	
ENST00000479072	10	2	3		1	1
ENST00000479075	233	174	90	27	22	15
ENST00000479101	1	1				
ENST00000479105	2		1			
ENST00000479111	5	8	10	4	1	
ENST00000479114	13	16	5	4	5	6
ENST00000479121	19	18	13	7	2	6
ENST00000479134	1					
ENST00000479138	33	25	25	17	3	9
ENST00000479141	2	2				
ENST00000479151	74	50	56	8	10	5
ENST00000479179	6	2	1			
ENST00000479184	62	40	26	7	6	5
ENST00000479201	36	37	27	11	11	12
ENST00000479204	9	7		2	1	
ENST00000479209	193	101	64	13	9	7
ENST00000479210	18	14	11	11	5	6
ENST00000479214	7	6	10	5	4	3
ENST00000479218	1		1			
ENST00000479230	24	14	13	1	2	2
ENST00000479239	8	13	3	6	4	6
ENST00000479241	10	11	6	3	1	4
ENST00000479242	98	78	38	11	11	8
ENST00000479257	2180	1461	928	147	105	104
ENST00000479265	6	3	3		1	
ENST00000479269	10	8	6		1	2
ENST00000479287	11	4	5	19	6	10
ENST00000479291	92	65	57	15	7	18
ENST00000479298	22	9	10	2	1	2
ENST00000479301	5	3	3			1
ENST00000479303	35	26	26	3	3	4
ENST00000479306	35	25	8	3	9	1
ENST00000479328					1	
ENST00000479335	11	9	8	6	6	2
ENST00000479339	3		2	2		2
ENST00000479344		2				
ENST00000479348	5	5	9	12	3	10
ENST00000479351			1			
ENST00000479353			1	1		1
ENST00000479362	399	391	238	134	100	75
ENST00000479365	1129	763	498	158	127	139
ENST00000479371	2	3	2	3	5	5
ENST00000479381		1	2	3	2	
ENST00000479388	31	33	13	12	5	10
ENST00000479391	6	8	5	4	3	7
ENST00000479407	48	40	28	13	4	5
ENST00000479408	136	140	96	36	30	34
ENST00000479413	1		2			
ENST00000479414	56	47	27	9	7	6
ENST00000479421	1692	1433	700	175	109	139
ENST00000479441	6	5	2	3	2	2
ENST00000479446	115	145	182	129	113	106
ENST00000479452	2		2		2	1
ENST00000479460	15	3	7	3		
ENST00000479467	33	29	18	1		1
ENST00000479475	4		7	3	1	2
ENST00000479485	374	284	163	38	43	33
ENST00000479502	7	9	3	6	3	3
ENST00000479522	2		1		1	
ENST00000479525	17	22	9	3		
ENST00000479529		1		1		1
ENST00000479530	20	13	8	6	2	4
ENST00000479536	2	3	5	3	2	4
ENST00000479537	9	8	7	4	5	3
ENST00000479553	19	15	9	4	3	3
ENST00000479577	11	7	8	1	2	7
ENST00000479582		2				2
ENST00000479604	28	13	13	2	2	
ENST00000479608	19	12	5	6	2	2
ENST00000479613	3	4	3	2		1
ENST00000479614	9	13	6	9	2	2
ENST00000479621	159	114	95	24	7	9
ENST00000479632	5	6	4	2		2
ENST00000479633	22	15	14	4	3	6
ENST00000479653	1	4	5	3	1	3
ENST00000479656	16	7	10	4	3	1
ENST00000479665	23	20	25	24	11	21
ENST00000479668	18	17	13	15	14	17
ENST00000479669	61	50	24	8	11	7
ENST00000479672	24	11	9	3	1	2
ENST00000479684		1				
ENST00000479692	1	1	2			
ENST00000479719	639	563	384	114	92	98
ENST00000479729	1	3	1			
ENST00000479731	23	27	24	3	3	3
ENST00000479733	1		2	1	1	
ENST00000479739	87	84	70	20	16	22
ENST00000479740	9	9	9	1		2
ENST00000479748	29	20	13	15	12	8
ENST00000479764	1	3				1
ENST00000479769	1	1				
ENST00000479770				1		1
ENST00000479771	1					
ENST00000479774	89	59	47	19	5	7
ENST00000479780	23	8	21	19	15	26
ENST00000479782	43	14	18	2	1	7
ENST00000479795		1	1	1	2	2
ENST00000479808	1		1			
ENST00000479809	20	11	15	5	3	5
ENST00000479824	1	1				
ENST00000479826	3	2			2	
ENST00000479838	169	174	188	155	148	83
ENST00000479848	230	221	118	20	20	17
ENST00000479870	367	320	183	40	24	36
ENST00000479875	1					
ENST00000479877	1	1	1	3		2
ENST00000479882	233	190	145	29	13	25
ENST00000479884		1				
ENST00000479890	2	1		2	3	1
ENST00000479892	11	9	7	1	1	1
ENST00000479896	21	7	7	4	2	3
ENST00000479899	136	103	86	9	3	11
ENST00000479901	47	25	33	13	8	22
ENST00000479903	41	52	47	30	24	26
ENST00000479907	121	99	80	53	26	39
ENST00000479917	50	34	31	3	4	7
ENST00000479918	120	87	71	12	9	9
ENST00000479924	105	96	95	24	21	33
ENST00000479927	11	8	11	3	2	4
ENST00000479930	52	53	65	47	33	17
ENST00000479931			1		1	
ENST00000479934	86	62	49	14	27	13
ENST00000479940	6	4	1		1	
ENST00000479950	41	48	33	10	10	9
ENST00000479953	28	24	21	11	5	5
ENST00000479961	131	109	56	12	12	17
ENST00000479987	1					
ENST00000479991	9	7	6	6	2	3
ENST00000480003	386	277	160	24	31	16
ENST00000480005			1			1
ENST00000480006	5	5	4	4	2	2
ENST00000480013	116	124	95	75	60	44
ENST00000480026	5	6	5	4	9	7
ENST00000480031	37	15	13	2	1	
ENST00000480034	1	6	5	1	1	1
ENST00000480039			1			
ENST00000480045	52	53	45	28	22	19
ENST00000480046	62	66	41	10	7	10
ENST00000480058	207	207	170	76	65	56
ENST00000480071	24	12	7	3	2	4
ENST00000480073	41	34	20	11	2	13
ENST00000480087	2	1	2	4	2	1
ENST00000480109	2					
ENST00000480112	165	146	112	66	63	45
ENST00000480119	185	194	113	48	55	35
ENST00000480123	5	6	5	3	4	6
ENST00000480131	1	2	2		1	1
ENST00000480134	171	86	71	15	11	9
ENST00000480139			3	1	2	1
ENST00000480143	1202	775	520	50	24	49
ENST00000480152	1		2		3	
ENST00000480174	4		1	2	1	1
ENST00000480184	43	29	30	26	24	21
ENST00000480205	1119	1037	735	577	381	352
ENST00000480206	23	17	7	4	1	
ENST00000480218	4	3	8	4	4	2
ENST00000480226	73	58	50	4	3	3
ENST00000480229	1643	1451	802	205	152	229
ENST00000480232	1829	1215	1025	196	115	218
ENST00000480240	1	3	1	1		3
ENST00000480245	14	8	8	1	4	4
ENST00000480274	8	4	5			1
ENST00000480282	12	3	4	2	2	3
ENST00000480283	9	10	4	9	11	10
ENST00000480290	1					
ENST00000480292	22	15	11	2		1
ENST00000480294	8	6	5	2		
ENST00000480306	2	2	4			
ENST00000480326					1	
ENST00000480336						2
ENST00000480358	32	24	26	13	6	10
ENST00000480374	6	5	6		1	1
ENST00000480382	3	5	4	2	4	3
ENST00000480385	2	1	1	4	2	2
ENST00000480388			1			
ENST00000480393		1	3	2	2	
ENST00000480402	3	5	4	3	9	2
ENST00000480405		1				1
ENST00000480432	149	139	65	11	9	29
ENST00000480434	4	7	9	3	6	1
ENST00000480456					1	
ENST00000480484	144	111	84	11	6	11
ENST00000480488	1	5	2			1
ENST00000480502	27	16	8	6	5	10
ENST00000480504	3	2	6		3	1
ENST00000480507	10	12	6	5		1
ENST00000480513	246	207	158	21	20	15
ENST00000480514	12	10	5	1	2	2
ENST00000480525	140	90	71	35	36	24
ENST00000480527	18	10	11	4	6	4
ENST00000480549	13	6	16	11	6	8
ENST00000480552	203	169	123	48	48	39
ENST00000480566	8	3	1			1
ENST00000480567	156	81	61	6	2	5
ENST00000480585	30	33	24	8	9	2
ENST00000480589	1		2			
ENST00000480602	103	71	50	14	12	14
ENST00000480603	775	543	381	104	17	46
ENST00000480608	13	6	9	1		2
ENST00000480609		1				
ENST00000480611	8	5	5			
ENST00000480623	10	14	7	9	4	4
ENST00000480631	13	8	3		1	1
ENST00000480641	1	1				
ENST00000480644	180	118	71	22	1	11
ENST00000480650	2	3	4	2	2	2
ENST00000480675	16	10	10	7	4	2
ENST00000480676	27	19	19	2	5	4
ENST00000480679	11	5	5	4	5	1
ENST00000480687	39	25	21	14	6	5
ENST00000480691	2	2				1
ENST00000480703	5		6	1		1
ENST00000480704	49	41	40	29	14	19
ENST00000480708	1598	1240	764	188	195	117
ENST00000480714	2	5	4	4	1	2
ENST00000480716	2	2			1	3
ENST00000480733	51	42	44	36	27	30
ENST00000480736	8	7	2	2	1	2
ENST00000480740	43	26	30	1		1
ENST00000480744	61	48	35	4	7	10
ENST00000480747	27	30	13	2	7	2
ENST00000480748	3	6				1
ENST00000480757	50	24	13	9	6	5
ENST00000480759	517	315	232	28	3	13
ENST00000480775	254	194	137	36	23	27
ENST00000480802	1	1	1		1	
ENST00000480814	2	3		3		2
ENST00000480820	306	294	176	90	84	56
ENST00000480824	73	58	48	3	4	1
ENST00000480861	122	89	78	35	26	38
ENST00000480876	44	15	18	11	6	9
ENST00000480887	589	507	376	151	143	126
ENST00000480888	13	8	3	7	9	5
ENST00000480896	583	671	677	428	433	337
ENST00000480899	5	5	3		1	1
ENST00000480908	84	79	43	6	6	8
ENST00000480910	470	424	180	124	52	68
ENST00000480918	920	673	488	101	84	95
ENST00000480936	19	19	20	13	8	4
ENST00000480945	147	133	95	14	10	8
ENST00000480951	1	1				1
ENST00000480959	46	38	16	9	6	2
ENST00000480975	1833	1206	991	198	138	230
ENST00000480977					1	
ENST00000480978	43	35	27	6	4	2
ENST00000480994		1	3			
ENST00000481010	2	2	1	3	2	1
ENST00000481013	1		2			
ENST00000481015	24	20	19	3	2	7
ENST00000481024	2					
ENST00000481034	791	554	349	94	73	117
ENST00000481039	2241	1496	1190	224	154	249
ENST00000481060	11	7	5	4	2	7
ENST00000481085	4	9	6	13	8	5
ENST00000481090	3		3	2		1
ENST00000481100	10	13	21	7	23	7
ENST00000481102	153	85	55	7	11	12
ENST00000481105	33	22	30	10	17	16
ENST00000481109	98	88	64	36	19	20
ENST00000481110	23	25	28	12	16	12
ENST00000481115	8	20	24	26	16	22
ENST00000481124	136	76	82	35	13	22
ENST00000481130	12	5	2	4		2
ENST00000481137		1	1			1
ENST00000481138	4	6	6	11	6	7
ENST00000481140					1	
ENST00000481152	144	119	96	50	36	48
ENST00000481166	34	32	25	10	10	6
ENST00000481169	13	1	3		3	1
ENST00000481174	2	4				
ENST00000481180	4	8	10	4	3	3
ENST00000481189	344	191	125	38	32	17
ENST00000481190	2	1				
ENST00000481195	666	457	327	93	50	84
ENST00000481210	502	355	280	29	23	27
ENST00000481213	4	6	3	4	5	3
ENST00000481223	12	13	15	4	10	4
ENST00000481224	3	3	2			1
ENST00000481229	352	325	281	112	105	80
ENST00000481230	26	15	6		1	
ENST00000481238	91	68	47	17	8	7
ENST00000481240	32	16	19	4	1	3
ENST00000481247	33	16	24	2	5	3
ENST00000481257	23	17	12	7	3	6
ENST00000481259	15	26	22	19	18	7
ENST00000481261	4	3	5	2	2	3
ENST00000481262	12	5	1	2	1	1
ENST00000481266	64	51	39	22	26	15
ENST00000481272	3	3	2	5	1	2
ENST00000481273	109	71	52	21	9	22
ENST00000481275	346	241	166	19	14	27
ENST00000481278	135	122	76	22	11	14
ENST00000481284	2		2	2		
ENST00000481285	1	3	5	2	1	
ENST00000481290	7	4	3	2		
ENST00000481299	37	19	30	14	8	12
ENST00000481323	6	2	4			2
ENST00000481345				1		
ENST00000481348	3	3	4	2	2	4
ENST00000481359	1					
ENST00000481367	15	9	14	1	1	2
ENST00000481385	77	66	51	28	29	23
ENST00000481392	18	19	7	6	2	3
ENST00000481416	1236	1014	701	207	160	161
ENST00000481431	3	2	4	1	1	1
ENST00000481432	68	43	32	23	11	22
ENST00000481448	169	117	83	12	16	5
ENST00000481455	8	5	5			
ENST00000481478	31	38	38	39	42	12
ENST00000481479			1			
ENST00000481485	20	5	8	4		1
ENST00000481490	5	6	16	23	15	21
ENST00000481503	77	46	33	7	4	10
ENST00000481508	712	537	361	26	32	30
ENST00000481513	15	12	12	7	6	4
ENST00000481530	4	10	7	2		2
ENST00000481533	4	1	1	1		1
ENST00000481534	1					
ENST00000481540	16	18	19	26	9	15
ENST00000481541	2	2	2			1
ENST00000481550	4	2			1	3
ENST00000481551	55	39	29	6	10	3
ENST00000481571	5	7	1	5	2	
ENST00000481579	21	29	29	13	10	11
ENST00000481584	25	22	30	14	22	18
ENST00000481587					1	
ENST00000481591	75	44	59	18	11	23
ENST00000481592			2		1	
ENST00000481599	22	15	4	2	5	4
ENST00000481600	28	29	25	10	16	13
ENST00000481605	68	53	81	48	34	34
ENST00000481608	12	10	10	7	6	2
ENST00000481617	12	9	6	2	1	1
ENST00000481629	2	2	4	1		1
ENST00000481639	34	29	21	3		2
ENST00000481642	25	25	24	11	16	14
ENST00000481646	119	85	70	47	34	34
ENST00000481647	1610	1108	691	39	27	35
ENST00000481648			1			
ENST00000481661			2			
ENST00000481668	5	1				
ENST00000481670	33	16	9	8	10	10
ENST00000481671	101	58	57	5	1	3
ENST00000481685	37	25	18	9	5	5
ENST00000481687	111	57	53	16	5	18
ENST00000481688	34	33	16	6	4	3
ENST00000481689	6	5	5			
ENST00000481690	3	2	2		2	
ENST00000481720		1	1			2
ENST00000481739	79	57	59	16	6	22
ENST00000481743	35	33	33	15	5	14
ENST00000481744	13	5	6			
ENST00000481745	2	3	1			3
ENST00000481752	108	69	63	24	18	23
ENST00000481756	124	95	69	38	31	23
ENST00000481767	825	633	465	54	26	57
ENST00000481768	27	19	20	2	2	6
ENST00000481777	94	62	47	18	9	13
ENST00000481781	1					
ENST00000481799	1					
ENST00000481816	1		3			
ENST00000481820	155	119	104	91	44	48
ENST00000481827			1			
ENST00000481834	59	70	55	30	35	24
ENST00000481836	22	10	10	7	4	3
ENST00000481848		2				
ENST00000481853	47	25	35	4	2	1
ENST00000481862	29	35	18	4	5	4
ENST00000481873	228	179	164	60	58	50
ENST00000481878	12	5	4	1	3	1
ENST00000481885	65	38	28	14	11	15
ENST00000481888	9	8	3	4		
ENST00000481889	3	2	2	5		5
ENST00000481895	252	161	104	28	36	25
ENST00000481909	29	34	21	4	3	
ENST00000481911	41	27	11	11	5	3
ENST00000481914	2		1		2	2
ENST00000481916	5	3	11	3	5	3
ENST00000481924	2	1	2	2		
ENST00000481932	13	11	12	5	4	1
ENST00000481937	2	3	1			1
ENST00000481939	361	359	269	129	91	110
ENST00000481941	365	309	224	86	65	57
ENST00000481946	17	3	2	1	2	3
ENST00000481953	1	1	2	1	3	
ENST00000481965	8	7	2		1	1
ENST00000481966	10	9	3	1		
ENST00000481970	39	34	33	15	13	9
ENST00000481972	2	1		2		2
ENST00000481976		1	6	2		2
ENST00000481980	1				1	
ENST00000481987	36	39	22	12	13	12
ENST00000481989	12	5	5	4	3	2
ENST00000482007	130	98	50	6		3
ENST00000482010	29	17	18	16	11	7
ENST00000482016	36	42	52	52	60	49
ENST00000482017	3	1	2	1		1
ENST00000482020	49	38	23	21	15	19
ENST00000482023	1					
ENST00000482026	95	76	55	2	3	5
ENST00000482041	24	26	22	19	16	20
ENST00000482049				1		
ENST00000482061	2	2	1	3		
ENST00000482067	17	14	9	3	1	4
ENST00000482070	18	16	14	8	11	7
ENST00000482083	55	46	26	13	6	7
ENST00000482086	440	327	195	33	23	35
ENST00000482090	35	36	45	16	8	23
ENST00000482093	105	76	48	7	5	5
ENST00000482102	9	9	4			
ENST00000482108	25	17	6	3	2	3
ENST00000482110	68	45	26	9	9	6
ENST00000482112	1833	1206	991	198	138	230
ENST00000482125	125	85	81	13	12	18
ENST00000482138	2	2		1		
ENST00000482140	1					1
ENST00000482148	6	5	12	4		2
ENST00000482155	3	2	3			1
ENST00000482157	7	5	7	5	6	4
ENST00000482173	22	15	23	5	1	6
ENST00000482182	24	17	13	4	5	9
ENST00000482190	94	59	55	2	2	4
ENST00000482202	4	3	6	2		2
ENST00000482212	67	66	39	23	15	21
ENST00000482218	1				2	
ENST00000482224		2				
ENST00000482227	8	14	8	5	3	4
ENST00000482235	13	6	16	4		1
ENST00000482236	286	248	155	28	34	29
ENST00000482240		1				
ENST00000482242	147	115	61	13	16	14
ENST00000482243	23	18	11	3	5	4
ENST00000482246	564	449	248	36	22	51
ENST00000482252	265	197	136	54	31	36
ENST00000482253	28	28	9	6	8	10
ENST00000482274	6	3	4	1		
ENST00000482277	12	14	17	1	3	2
ENST00000482278	123	93	84	50	35	40
ENST00000482285	15	7	5	6	4	11
ENST00000482287	312	206	132	28	24	30
ENST00000482307	188	159	121	22	7	20
ENST00000482309	3	2	2			
ENST00000482317		1			2	
ENST00000482318	1	1	1			1
ENST00000482320	184	147	132	61	39	41
ENST00000482325	11	12	9	2	1	
ENST00000482340	3	3	7	2	1	2
ENST00000482347	65	56	36	6	2	2
ENST00000482348	1610	1108	691	39	27	35
ENST00000482349	39	29	30	7	3	1
ENST00000482352	25	24	11			2
ENST00000482354	17	12	4	4	2	3
ENST00000482367	1					
ENST00000482371	2	2	2		1	
ENST00000482374	9	5				
ENST00000482387	1	2	1		1	
ENST00000482396	13	19	12	5	8	9
ENST00000482399	10	3	4	1	1	
ENST00000482405	3140	2516	1424	308	152	224
ENST00000482411	7	3	5	1		
ENST00000482419	1	2	1			
ENST00000482437	16	15	9	3	8	5
ENST00000482439	2	6	3	1		
ENST00000482446	9	9	16	28	18	23
ENST00000482447		1				
ENST00000482448	20	19	26	11	13	12
ENST00000482449	4	4	8	1	3	
ENST00000482451	1	3	2	1	1	1
ENST00000482452	39	25	20	2	4	1
ENST00000482491	111	79	65	47	37	32
ENST00000482493	24	31	20	8	4	5
ENST00000482504	48	49	24	6	4	2
ENST00000482510	15435	11717	7656	1881	1518	1459
ENST00000482512	10	6	5	1		
ENST00000482515	31	25	17	6	5	4
ENST00000482525	556	383	222	45	39	46
ENST00000482533	169	116	80	12	16	5
ENST00000482536	5	6	6	3		2
ENST00000482541	16	20	15	9	3	5
ENST00000482556	622	617	608	412	308	463
ENST00000482560	10	10	9	5	5	4
ENST00000482571	29	29	34	13	12	8
ENST00000482582	26	21	12	5	1	1
ENST00000482587		1	1			
ENST00000482602		1		1		
ENST00000482604	285	273	169	25	11	18
ENST00000482621			1	1		
ENST00000482628	141	80	60	10	9	18
ENST00000482630	34	22	22	18	13	8
ENST00000482634		1	2	1		
ENST00000482638			3	1	3	
ENST00000482640	9	7	8	6	1	4
ENST00000482666				1		
ENST00000482668	37	24	17	5	7	6
ENST00000482680	18	17	13	15	14	17
ENST00000482686		1				1
ENST00000482687	16	7	10	4	3	1
ENST00000482695	25	16	13	5	3	5
ENST00000482706	2	4	1		2	1
ENST00000482740	19	20	11	3		1
ENST00000482742	2	1				
ENST00000482760	11	14	19	7	1	8
ENST00000482772	3	6	2	4	2	1
ENST00000482782	4			2		
ENST00000482785	58	72	41	9	14	9
ENST00000482791	34	39	35	14	18	22
ENST00000482796	41	57	28	11	4	7
ENST00000482804	1				1	
ENST00000482807	10	2	2	1	3	1
ENST00000482814	36	36	24	7	9	3
ENST00000482822	300	289	172	90	84	56
ENST00000482824	13	15	7		3	
ENST00000482835	4	5	4	2	2	
ENST00000482842	1					
ENST00000482850	4	3	3			
ENST00000482852	36	29	28	17	25	17
ENST00000482853	13	11	4	4	2	2
ENST00000482855	10	17	15	5	6	9
ENST00000482862	783	536	413	79	80	80
ENST00000482871	35	28	17	9	9	5
ENST00000482873	171	121	140	93	52	112
ENST00000482889	12	4	7	2	2	4
ENST00000482890	8	11	13	3	3	2
ENST00000482897	4	3	2	1		1
ENST00000482914	5	4	12	9	3	12
ENST00000482918	37	23	19	1		1
ENST00000482929	42	40	27	20	12	18
ENST00000482935	1	1				
ENST00000482936	63	96	122	74	77	73
ENST00000482937		1				
ENST00000482940		2				1
ENST00000482949		1				
ENST00000482950	14	14	13	8	6	6
ENST00000482954	15	8	5	1		1
ENST00000482962	881	711	489	57	36	62
ENST00000482975	1752	1232	726	92	54	73
ENST00000483004	1	1			1	
ENST00000483012	39	31	28	5	10	3
ENST00000483014	19	16	8	4	6	3
ENST00000483015	2	4		3	4	1
ENST00000483017	142	106	63	41	21	37
ENST00000483024	6	5	13	7	4	
ENST00000483029	33	21	16	36	21	36
ENST00000483039	7	7	2	2		
ENST00000483043	1	1				
ENST00000483054			1			
ENST00000483063	136	90	42	3	1	5
ENST00000483069	6	9	7	3	6	7
ENST00000483070	125	107	70	30	27	22
ENST00000483077	18	18	11	1	3	1
ENST00000483083	309	318	361	280	215	213
ENST00000483089	1	2	5	2		1
ENST00000483108	11	5	5	4	5	1
ENST00000483118	9	3	4	1		2
ENST00000483127	8	11	2	5	2	2
ENST00000483139	12	10	6	4	1	2
ENST00000483141	1	1	2			
ENST00000483147	5	7	11	3	5	
ENST00000483148	53	43	20	10	8	10
ENST00000483150	14	28	42	22	11	19
ENST00000483164				1		
ENST00000483168	18	13	9	3	3	3
ENST00000483173	86	96	73	28	32	24
ENST00000483176	5	2	6		1	2
ENST00000483177	1	1	1			
ENST00000483180	47	45	57	27	32	18
ENST00000483196	8	11	15	3	4	12
ENST00000483200			1	1		
ENST00000483206	40	31	39	6	7	4
ENST00000483208		1	1			
ENST00000483209	16	14	11	8	3	8
ENST00000483213	8	8	8	1		2
ENST00000483223	4		1	1		1
ENST00000483224	1	1	4	1	1	
ENST00000483233	7	6	5		1	2
ENST00000483235	45	35	39	34	25	29
ENST00000483239	38	47	43	11	10	12
ENST00000483251	1	1				
ENST00000483260	36	21	20		1	
ENST00000483267	24	10	8	2		2
ENST00000483273	1532	1094	544	340	142	332
ENST00000483281	3		1			
ENST00000483288	1		2			
ENST00000483292	5	3	5	3		
ENST00000483300	22	21	12	4	6	2
ENST00000483311	214	195	171	154	122	103
ENST00000483319	11	8	6	8	6	7
