transcript	Control_rep1	Control_rep2	Control_rep3	LeuStarve_rep1	LeuStarve_rep2	LeuStarve_rep3
ENST00000453447	85	60	121	88	119	76
ENST00000453453			2			
ENST00000453466	226	130	217	273	315	177
ENST00000453485	909	731	1133	954	1221	750
ENST00000453505	10	12	15	10	20	8
ENST00000453507		5	6	5	5	4
ENST00000453512	201	113	182	207	191	165
ENST00000453514	58	44	83	63	79	68
ENST00000453524	7	4	8	13	5	13
ENST00000453526	13	13	16	37	42	22
ENST00000453527	37	34	51	61	61	43
ENST00000453532	4	2	1	2	1	1
ENST00000453535	55	44	61	74	66	61
ENST00000453536				3		
ENST00000453543			1			1
ENST00000453551	2281	1713	2532	2208	3031	2023
ENST00000453593	13	2	15	18	11	6
ENST00000453597	32	22	29	33	29	26
ENST00000453617	20	11	20	19	31	25
ENST00000453623	13	12	18	24	43	19
ENST00000453626	287	206	262	229	233	195
ENST00000453630	89	53	69	68	89	78
ENST00000453653	9	2	3	7	7	4
ENST00000453654	1					
ENST00000453664	743	534	838	876	1212	826
ENST00000453680	28	27	36	41	41	26
ENST00000453700	30	32	28	16	24	17
ENST00000453702	32	28	47	41	57	35
ENST00000453707	109	70	120	148	146	103
ENST00000453712	220	180	277	234	268	162
ENST00000453741	6	7	11	7	9	4
ENST00000453744	67	57	67	102	111	80
ENST00000453748	54	29	46	38	66	63
ENST00000453764	261	171	276	269	244	259
ENST00000453766	2971	2532	3786	4539	5209	3373
ENST00000453779	491	385	602	815	856	591
ENST00000453788	6258	4508	6675	1132	1129	803
ENST00000453791	3	2	7	8	7	7
ENST00000453840	1120	857	1268	1597	1756	1286
ENST00000453848	93	88	101	134	137	119
ENST00000453867		1				
ENST00000453873	35	23	42	33	38	24
ENST00000453877	29	15	21	17	20	24
ENST00000453890	2	2	2	2	2	2
ENST00000453906	58	50	71	78	95	54
ENST00000453908	4	6	6	6	7	5
ENST00000453929	130	86	140	85	109	73
ENST00000453937	7	5	11	15	20	11
ENST00000453940	114	84	142	138	185	153
ENST00000453942	2	4	1	8	5	2
ENST00000453954	220	174	248	215	346	233
ENST00000453956	15	7	20	36	40	27
ENST00000453960	172	151	209	161	213	152
ENST00000453962				1	1	
ENST00000453981	7	8	10	17	19	16
ENST00000453992	70173	52423	76450	65800	85675	59120
ENST00000453996	162	93	142	127	198	133
ENST00000454000	12	13	29	19	23	22
ENST00000454002	32	22	29	33	29	26
ENST00000454009	1					1
ENST00000454011	1848	1235	1593	2110	2664	1372
ENST00000454014	5	5	3	8	8	5
ENST00000454017	68	60	95	78	94	51
ENST00000454036	2	2	1	4		2
ENST00000454046	1250	875	1428	2696	2837	1891
ENST00000454061	6	2	7	4	10	8
ENST00000454073	70	59	80	122	161	102
ENST00000454074	71	38	82	65	76	58
ENST00000454075	17	18	28	29	41	28
ENST00000454077	30	25	29	33	60	32
ENST00000454079	178	144	224	164	242	142
ENST00000454127	58	41	47	72	77	58
ENST00000454132	16	14	17	15	23	23
ENST00000454134	4	7	7	9	12	11
ENST00000454141	7	5	7	10	19	8
ENST00000454147	32	14	22	32	30	22
ENST00000454158	50	21	45	57	52	40
ENST00000454173	2	2	4	2	3	3
ENST00000454175	13	9	18	23	28	21
ENST00000454177	142	92	151	145	175	139
ENST00000454181	5	6	9	5	4	10
ENST00000454189	17	15	26	25	23	24
ENST00000454190	1					
ENST00000454201	1	3	5	4	2	2
ENST00000454207	1492	980	1572	1058	1513	938
ENST00000454214	581	429	668	724	846	628
ENST00000454220	939	773	1200	888	1104	773
ENST00000454227	1	4	4	4	11	3
ENST00000454233	431	370	550	558	676	465
ENST00000454237	5	1	2	6	8	4
ENST00000454240	103	101	120	199	212	152
ENST00000454244	2	4	2	1	9	2
ENST00000454250	14	4	14	15	13	13
ENST00000454255	499	395	666	280	352	247
ENST00000454264	116	79	131	203	242	182
ENST00000454293	30	30	55	52	48	32
ENST00000454295	22	7	15	20	21	16
ENST00000454304	1	1	2	1	3	4
ENST00000454308	413	321	474	794	1048	738
ENST00000454309	7	3	5	3	7	4
ENST00000454324	12	9	24	15	20	11
ENST00000454345	75	58	92	109	109	96
ENST00000454349	336	239	380	384	463	291
ENST00000454350	1	2	3	4	3	
ENST00000454356	106	57	125	128	205	129
ENST00000454366	104	81	131	71	121	93
ENST00000454369		1		2	2	1
ENST00000454376	1413	1081	1709	1684	2191	1492
ENST00000454381			1	2	1	
ENST00000454389	162	117	177	120	133	99
ENST00000454393	9	2	5	8	8	9
ENST00000454394	64	46	61	51	70	55
ENST00000454402	339	254	435	275	402	222
ENST00000454422	20	16	29	15	34	17
ENST00000454428	3	3	4	5	5	1
ENST00000454449	43	36	48	55	63	58
ENST00000454452	2			1	2	1
ENST00000454485		1			2	
ENST00000454497	203	147	232	136	183	117
ENST00000454498			2	3	4	
ENST00000454499	1					
ENST00000454502	250	199	325	288	337	242
ENST00000454510	1907	1636	2375	1615	2315	1683
ENST00000454516	103	85	160	127	189	144
ENST00000454520	270	186	320	251	331	207
ENST00000454531	123	91	175	186	199	197
ENST00000454545	3	2	4	2	2	
ENST00000454549	6	1	8	8	18	7
ENST00000454558	10	7	15	11	14	18
ENST00000454559	23	17	31	30	50	23
ENST00000454569	3	3	13	11	20	11
ENST00000454575	462	309	498	405	539	397
ENST00000454579	3	2	5	4	4	6
ENST00000454580	37	14	33	37	53	31
ENST00000454584						1
ENST00000454590	328	281	406	313	387	280
ENST00000454591	321	234	371	358	407	282
ENST00000454612	21	23	19	44	49	32
ENST00000454637	17	22	25	30	41	34
ENST00000454652	125	73	122	219	277	190
ENST00000454654	5	2	2	4	9	5
ENST00000454658	411	237	439	561	747	438
ENST00000454662	59	41	85	94	156	75
ENST00000454668	8	12	17	12	17	15
ENST00000454678	372	296	404	447	571	348
ENST00000454679						1
ENST00000454682	10209	9179	11729	7828	8978	6536
ENST00000454685	133	120	156	162	200	134
ENST00000454690	15	13	14	24	35	17
ENST00000454694	7	4	8	8	18	8
ENST00000454703	108	99	117	98	131	100
ENST00000454734	2	5	3	6	11	6
ENST00000454738	30	9	26	23	17	14
ENST00000454748	2		1		2	2
ENST00000454751	2	3	1	3	5	
ENST00000454759	434	334	496	433	579	454
ENST00000454765	5	3	7	13	6	6
ENST00000454769			2	1	1	3
ENST00000454775	165	129	215	188	242	177
ENST00000454776	13	4	6	15	14	13
ENST00000454778	33	23	43	17	27	10
ENST00000454786	3	3	5	3	4	4
ENST00000454791	12	12	14	23	28	15
ENST00000454792				1		
ENST00000454803	11	13	10	14	26	18
ENST00000454808	70	60	88	71	93	67
ENST00000454822	198	147	213	209	218	136
ENST00000454824	70136	52383	76399	65776	85638	59092
ENST00000454828	1		1			1
ENST00000454838	254	219	330	305	322	231
ENST00000454841	1		2	2	7	1
ENST00000454853				1		
ENST00000454854		2	3	1	3	3
ENST00000454859	372	281	432	453	510	357
ENST00000454871	182	116	203	166	191	128
ENST00000454885	2959	2528	3777	4524	5192	3353
ENST00000454887	2	3	3	3	6	2
ENST00000454893	2009	1341	2123	2247	2987	1693
ENST00000454909	110	58	110	123	137	109
ENST00000454925	16	16	14	20	25	22
ENST00000454930	251	166	282	453	650	344
ENST00000454934	68	64	99	93	105	90
ENST00000454936	2	1	1	4	4	8
ENST00000454950	82	62	81	100	103	74
ENST00000454963	1284	901	1406	1564	2075	1268
ENST00000454976	7700	6140	9727	8050	10381	6884
ENST00000454988	1	2	1	2		1
ENST00000454990	22	16	36	44	45	35
ENST00000455009	223	148	235	214	285	163
ENST00000455020					1	
ENST00000455029	756	626	909	861	1213	802
ENST00000455036	893	689	1046	1424	1795	1139
ENST00000455045	7	5	12	8	14	8
ENST00000455050	21	16	22	41	47	41
ENST00000455057	11	15	13	14	26	17
ENST00000455059	33	27	60	45	53	30
ENST00000455064	5	5	3	7	9	5
ENST00000455067	2	2	1	3	5	
ENST00000455077	164	118	178	122	133	100
ENST00000455086	1542	1128	1758	3101	3446	2233
ENST00000455089	72	59	79	109	103	83
ENST00000455098	132	119	140	127	197	89
ENST00000455100	3	4	4	7	8	2
ENST00000455102	89	86	121	166	165	113
ENST00000455112		1				
ENST00000455113	176	155	173	226	239	158
ENST00000455118	255	204	325	293	339	249
ENST00000455123	34	19	38	38	36	21
ENST00000455125	80	76	118	128	175	113
ENST00000455127	216	148	255	226	275	181
ENST00000455138	12	12	7	6	6	1
ENST00000455140	143	128	171	171	226	132
ENST00000455146	137	88	151	167	176	132
ENST00000455147	132	97	130	195	215	146
ENST00000455150	6	5	13	4	9	7
ENST00000455162	11	7	19	17	19	17
ENST00000455164	1					1
ENST00000455168	53	52	59	48	77	65
ENST00000455171	174	167	215	222	283	222
ENST00000455172	52	46	84	86	78	72
ENST00000455188	5	1	2	6	8	4
ENST00000455190					2	
ENST00000455191	42	46	60	60	95	40
ENST00000455197	3	4	6	9	13	2
ENST00000455198	4	1		4	3	4
ENST00000455200	447	392	566	492	690	435
ENST00000455213	28	15	25	27	19	18
ENST00000455217	6416	4542	6697	8459	11035	7468
ENST00000455220	7	11	9	16	19	11
ENST00000455230	21	18	30	25	25	32
ENST00000455250	3256	2541	3383	3349	3558	2565
ENST00000455263	571	452	682	719	964	574
ENST00000455264	274	194	282	332	352	272
ENST00000455270	181	157	256	165	148	113
ENST00000455271	58	45	81	91	81	77
ENST00000455274	2	6	5	6	6	4
ENST00000455282	5	1	6	4	13	12
ENST00000455302			1			
ENST00000455313	579	427	677	665	786	587
ENST00000455319	20	16	24	41	68	33
ENST00000455322	284	239	327	255	318	229
ENST00000455331		2	1	4	2	1
ENST00000455332	16	12	15	26	21	17
ENST00000455335	154	94	181	228	219	166
ENST00000455343	5	10	14	7	9	8
ENST00000455345		2	3	6	4	2
ENST00000455353						1
ENST00000455361	50	39	52	49	65	37
ENST00000455364	3	2	4	12	6	7
ENST00000455372	11	22	9	27	32	21
ENST00000455385	170	119	184	153	153	113
ENST00000455393	13	14	11	9	9	8
ENST00000455394	35	24	32	37	62	32
ENST00000455396	10	12	16	13	24	18
ENST00000455397	7	5	10	9	13	10
ENST00000455407	11	7	14	23	32	20
ENST00000455427	12	15	6	16	14	19
ENST00000455444	4	3	7	1	5	6
ENST00000455446	104	64	111	129	153	117
ENST00000455470	183	117	202	160	210	143
ENST00000455480	40	35	36	66	68	57
ENST00000455496	41	38	62	52	77	54
ENST00000455502		1				
ENST00000455504	2	1	6	7	9	17
ENST00000455508	104	81	110	124	152	93
ENST00000455511	395	319	455	262	401	289
ENST00000455521	155	102	164	209	266	160
ENST00000455528	1430	1053	1764	1270	1643	1144
ENST00000455537	110	88	145	161	219	130
ENST00000455539	4		4	6	2	2
ENST00000455551	42	31	43	53	55	53
ENST00000455559	13	13	16	37	42	22
ENST00000455566	120	81	125	93	114	85
ENST00000455577		1				
ENST00000455580	1378	1020	1514	1808	2307	1339
ENST00000455584	15	7	12	17	28	22
ENST00000455600	15	13	23	9	21	22
ENST00000455624	10	11	17	27	23	26
ENST00000455639	19	26	27	41	49	38
ENST00000455657	10	10	13	20	27	11
ENST00000455662	184	145	199	176	228	163
ENST00000455664	103	81	109	130	132	102
ENST00000455667	13764	9802	15015	16806	19296	14952
ENST00000455683	17	10	18	12	29	20
ENST00000455697	37	25	43	83	70	47
ENST00000455714					2	1
ENST00000455725	1626	1190	1810	1760	2166	1382
ENST00000455727	72	57	92	55	53	44
ENST00000455743	12	22	28	39	36	37
ENST00000455748	18	13	33	43	37	27
ENST00000455768	3	1	3	4		2
ENST00000455775		1		2		
ENST00000455781	235	165	235	255	319	221
ENST00000455783						1
ENST00000455784	27	18	36	31	43	33
ENST00000455785	631	512	789	1043	1209	826
ENST00000455798	219	225	327	270	303	264
ENST00000455799	2	2			2	2
ENST00000455805	1					
ENST00000455809	326	204	278	267	306	220
ENST00000455824	171	125	207	281	344	272
ENST00000455833	48	32	71	49	61	44
ENST00000455834	27	17	27	15	25	19
ENST00000455836	6	5	17	26	33	20
ENST00000455839			1		1	
ENST00000455841	48	45	66	54	93	78
ENST00000455843	27	17	36	31	43	33
ENST00000455858	135	97	144	170	203	124
ENST00000455864	643	558	832	762	876	653
ENST00000455875	66	47	80	94	85	65
ENST00000455878	882	680	1041	943	1193	776
ENST00000455884	2		1	2	3	4
ENST00000455886	189	117	200	171	194	158
ENST00000455895	268	230	310	390	418	294
ENST00000455905	5	2	2	4	9	5
ENST00000455915	3847	2912	4109	3070	4421	2716
ENST00000455918	41247	30449	46314	15269	17661	13654
ENST00000455925	473	379	585	692	776	565
ENST00000455934	1743	1298	2090	2369	2671	1805
ENST00000455946	3	2	3	1	5	5
ENST00000455959	2262	1664	2457	2011	2116	1689
ENST00000455972	5	7	7	5	12	7
ENST00000455976	1194	781	1210	1330	1472	1061
ENST00000455982	1404	1032	1495	1551	1935	1428
ENST00000455992	109	99	130	259	300	211
ENST00000455996	13	2	8	10	17	13
ENST00000455997	153	116	181	148	202	161
ENST00000455999	6	5	8	6	5	4
ENST00000456004	18	19	16	40	33	36
ENST00000456013		2	2	4	1	1
ENST00000456048	48	37	62	92	106	78
ENST00000456095	2281	1713	2532	2208	3031	2024
ENST00000456122	38	29	34	37	71	35
ENST00000456133	25	23	19	36	39	33
ENST00000456150	172	132	197	174	231	155
ENST00000456171	18	13	19	11	19	12
ENST00000456172	18	18	28	19	33	10
ENST00000456173	33	18	34	40	49	31
ENST00000456174	2		3	4	10	4
ENST00000456182	8	10	7	13	12	10
ENST00000456188	1384	1096	1588	1532	2048	1469
ENST00000456194	345	256	425	446	580	356
ENST00000456197	735	558	884	917	1213	795
ENST00000456204	6	2	7	4	8	9
ENST00000456211	108	79	135	97	123	87
ENST00000456234	96	61	92	87	132	88
ENST00000456246	12	9	28	14	19	11
ENST00000456247	74	57	93	109	111	97
ENST00000456252	80	72	123	94	111	90
ENST00000456256	13	6	17	22	25	17
ENST00000456262	44	31	52	39	54	60
ENST00000456283	54	44	95	75	96	55
ENST00000456284	118	90	205	249	212	165
ENST00000456296	34	25	35	46	62	47
ENST00000456297	214	156	270	248	346	216
ENST00000456303						1
ENST00000456306	3	1	1			3
ENST00000456310	38	38	58	45	63	41
ENST00000456315	437	359	454	410	474	323
ENST00000456318	366	250	420	399	480	357
ENST00000456319	2930	2146	3201	3382	4012	2673
ENST00000456324	85	43	79	79	86	51
ENST00000456329	12	16	24	15	15	15
ENST00000456331	28	26	39	42	75	38
ENST00000456354	1		1			
ENST00000456367	201	163	273	235	290	213
ENST00000456380	33	27	47	42	69	43
ENST00000456385				1		1
ENST00000456390	228	145	224	275	382	221
ENST00000456393	414	314	484	486	550	446
ENST00000456397	269	188	281	178	212	146
ENST00000456399	1	1	4	8	8	2
ENST00000456404	81	57	95	90	114	92
ENST00000456430	249	158	280	150	192	155
ENST00000456433	242	145	228	294	349	202
ENST00000456458	48	39	78	86	87	88
ENST00000456462	24	10	28	32	23	20
ENST00000456464				1		1
ENST00000456471	233	130	234	218	278	216
ENST00000456496	1	1	2	2	1	3
ENST00000456506	8	1	7	8	7	11
ENST00000456517	171	111	186	130	158	110
ENST00000456518	3	4	4	4	6	3
ENST00000456520	2675	2195	3193	2997	3890	3145
ENST00000456528	20	9	14	33	35	18
ENST00000456530	2015	1424	2380	1926	2226	1636
ENST00000456543				1		
ENST00000456556	89	76	82	120	155	100
ENST00000456570		1	1			
ENST00000456580	15	8	21	35	22	15
ENST00000456581				3	3	2
ENST00000456584	125	97	142	123	140	84
ENST00000456586	2226	1906	2789	1283	1371	1191
ENST00000456595	89	53	69	68	89	78
ENST00000456609	1					1
ENST00000456624	3	3	11	8	10	7
ENST00000456652	1337	975	1412	1563	2021	1298
ENST00000456655		2	1	1		
ENST00000456667	215	169	273	245	291	184
ENST00000456692	71	56	94	96	116	84
ENST00000456695		1				
ENST00000456708	30	30	21	41	41	23
ENST00000456713	136	94	154	167	235	177
ENST00000456733	2	1	4	2	1	1
ENST00000456736	1	2	2	2	4	3
ENST00000456748	56	39	60	62	83	68
ENST00000456754	7	11	13	13	14	10
ENST00000456762	2962	2522	3769	4515	5192	3348
ENST00000456763	18	11	20	19	17	17
ENST00000456764	94	90	112	119	160	94
ENST00000456769	10	5	8	6	7	5
ENST00000456774	10	2	8	8	11	5
ENST00000456778	37	25	24	77	98	50
ENST00000456783	37	21	42	40	64	34
ENST00000456790		1		1		
ENST00000456793	25	22	19	19	29	24
ENST00000456806	3	9	8	16	19	18
ENST00000456827	60	46	55	68	58	48
ENST00000456829	4	1	1	4	5	2
ENST00000456842	56	48	78	57	65	73
ENST00000456845	192	125	197	142	170	107
ENST00000456846	155	110	155	171	250	181
ENST00000456847	603	516	733	735	884	637
ENST00000456849	108	53	77	77	113	69
ENST00000456853	2		1	1		1
ENST00000456857	1	1	4	3	4	2
ENST00000456859	3169	2132	3028	2720	3071	1997
ENST00000456860	8	5	10	8	15	5
ENST00000456877	5	9	9	6	9	8
ENST00000456883	339	304	402	317	450	300
ENST00000456893	214	105	184	224	284	163
ENST00000456894	71	64	108	106	152	105
ENST00000456900	1				1	
ENST00000456903	62	40	67	59	102	70
ENST00000456905	612	509	715	792	923	722
ENST00000456909	113	99	163	102	110	107
ENST00000456913	30	10	20	20	12	19
ENST00000456914	18	18	25	46	37	23
ENST00000456915	443	268	410	425	461	344
ENST00000456916					1	
ENST00000456935	132	110	160	89	105	84
ENST00000456936	125	78	143	143	169	106
ENST00000456946		1				1
ENST00000456958	514	399	554	621	829	533
ENST00000456970				1	1	3
ENST00000456986	33	18	34	40	49	31
ENST00000456989			4	2	1	2
ENST00000456993	8	6	6	5	17	8
ENST00000457005	110	58	110	123	137	109
ENST00000457008	1			1		1
ENST00000457010	29	17	37	24	37	24
ENST00000457011	1616	1198	1923	2170	2462	1647
ENST00000457020	1				2	2
ENST00000457023				1		
ENST00000457031					1	
ENST00000457047	81	56	57	66	65	50
ENST00000457052	11	11	18	20	27	11
ENST00000457054	698	463	850	706	958	626
ENST00000457056	147	110	132	165	211	139
ENST00000457059	15	13	20	25	26	10
ENST00000457062	38	22	28	15	19	22
ENST00000457069	306	265	349	368	476	332
ENST00000457091	6	2	5	4	2	6
ENST00000457095	3	3	6	8	10	5
ENST00000457104	14	8	12	35	40	35
ENST00000457109	1	1	2	2	2	3
ENST00000457138	4978	3856	5961	3604	4556	3100
ENST00000457143	1598	1104	1761	1891	2208	1652
ENST00000457145	192	151	249	231	274	184
ENST00000457153	44	38	38	108	91	64
ENST00000457155	24	22	21	17	33	16
ENST00000457156	8790	6704	10277	11628	14686	9094
ENST00000457164	4	1	1	2	4	2
ENST00000457167	2409	1955	2963	2839	3562	2506
ENST00000457172	71	45	64	68	118	78
ENST00000457177	22	41	45	64	65	44
ENST00000457179	22	10	13	15	27	21
ENST00000457183	5		4	10	6	9
ENST00000457196	77	72	79	83	90	88
ENST00000457197	1		1			
ENST00000457199	879	649	906	525	798	486
ENST00000457206	9	4	8	18	18	13
ENST00000457212	11	9	25	30	30	12
ENST00000457214					1	1
ENST00000457245	151	104	148	139	187	126
ENST00000457250		3	2		3	2
ENST00000457254	8	5	5	8	10	11
ENST00000457257	222	151	271	237	285	195
ENST00000457269	94	94	111	138	130	76
ENST00000457277	42	36	41	64	90	58
ENST00000457295					1	1
ENST00000457307			1		1	1
ENST00000457308	556	450	672	364	521	366
ENST00000457309	5964	4373	7058	7474	9219	6402
ENST00000457310	2	1			3	3
ENST00000457313	143	121	168	134	177	121
ENST00000457326						1
ENST00000457335	242	180	261	289	306	241
ENST00000457347	8	6	11	14	19	14
ENST00000457354	1195	871	1299	1419	1503	1062
ENST00000457358	154	117	205	249	279	177
ENST00000457359	81	57	73	74	67	55
ENST00000457361	3	3	11	4	13	5
ENST00000457367	13	7	11	14	19	13
ENST00000457368	87	47	80	81	98	70
ENST00000457374	8	11	9	9	12	3
ENST00000457377	131	101	141	112	109	86
ENST00000457378	53	21	59	57	73	46
ENST00000457389	239	192	279	443	484	287
ENST00000457408	235	179	261	361	389	260
ENST00000457415	306	213	312	284	357	250
ENST00000457416	69	51	61	82	127	92
ENST00000457422	440	366	485	487	568	464
ENST00000457424	47	25	66	50	68	51
ENST00000457433				1		
ENST00000457444	124	116	161	148	197	137
ENST00000457447	320	242	407	404	540	309
ENST00000457458	95	96	132	176	283	193
ENST00000457474	44	26	54	37	58	29
ENST00000457482	42	31	56	76	93	53
ENST00000457488	7	14	11	11	18	14
ENST00000457498	34	20	40	42	40	45
ENST00000457500	6	3	5	12	14	9
ENST00000457512	7	8	12	7	12	9
ENST00000457527	1325	947	1380	1221	1555	1079
ENST00000457534	5	3	4	7	4	3
ENST00000457542	18	11	20	19	17	17
ENST00000457543	6	12	6	16	22	17
ENST00000457545					2	
ENST00000457563						1
ENST00000457572	144	88	131	110	134	145
ENST00000457573	128	126	172	183	223	147
ENST00000457584	90	117	140	86	107	83
ENST00000457586	163	131	170	187	185	116
ENST00000457596	1			4	7	3
ENST00000457599	456	369	509	499	693	490
ENST00000457600	67	35	75	72	89	77
ENST00000457606	66	67	87	97	105	89
ENST00000457607	1007	1029	1290	985	1237	999
ENST00000457616	347	210	385	285	379	268
ENST00000457633	14	17	24	24	18	7
ENST00000457641	10	5	8	6	7	5
ENST00000457646	682	520	799	716	1030	632
ENST00000457648	5	4	4	6	5	8
ENST00000457650	1					
ENST00000457654	834	698	964	833	1052	747
ENST00000457657	3803	3072	4482	4393	5873	3928
ENST00000457662	26	19	37	32	36	23
ENST00000457685	15	7	16	26	26	25
ENST00000457714	28	18	24	37	59	37
ENST00000457717	4		1	2		3
ENST00000457718	19	21	35	22	49	31
ENST00000457722	162	143	215	185	201	151
ENST00000457724	12	9	24	15	20	11
ENST00000457726	178	123	211	211	265	181
ENST00000457734	311	215	329	324	390	250
ENST00000457736				1		1
ENST00000457749	58	75	86	121	145	113
ENST00000457755	4		4	6	2	2
ENST00000457761	2328	1686	2295	2070	2680	1908
ENST00000457765	2	2	3	7	3	5
ENST00000457772	1		1	2		1
ENST00000457780	293	198	290	318	364	276
ENST00000457781	81	50	82	179	182	141
ENST00000457782			1	2	3	1
ENST00000457805	691	522	772	633	925	641
ENST00000457807					1	
ENST00000457808	80	59	88	102	101	90
ENST00000457812	89	53	103	111	156	96
ENST00000457823	804	566	835	931	1192	822
ENST00000457828	66	66	105	80	121	75
ENST00000457836	107	118	151	213	259	156
ENST00000457839	74	67	115	84	115	71
ENST00000457855	235	181	290	211	285	206
ENST00000457866	127	87	175	142	199	110
ENST00000457880	96	78	102	111	159	98
ENST00000457887	5	2	5	8	7	6
ENST00000457894	62	59	81	91	125	76
ENST00000457905	121	84	153	140	170	145
ENST00000457907	7	4	10	7	18	6
ENST00000457916	1		1	1	1	1
ENST00000457918	303	237	327	372	474	336
ENST00000457928	110	94	182	154	197	145
ENST00000457939	11	5	9	14	19	12
ENST00000457953	1			2		
ENST00000457965	5	5	11	10	10	14
ENST00000457977	1				2	2
ENST00000458008	40	25	45	40	54	41
ENST00000458013	279	225	315	335	421	282
ENST00000458022	3	4	3		2	2
ENST00000458033	223	148	235	214	285	163
ENST00000458035	143	114	168	268	318	197
ENST00000458046	11	8	13	21	22	22
ENST00000458050	72	68	84	105	148	95
